2;coastal_bunker;395.00;9.93;1490.00;-2.50;0
2;coastal_bunker;400.00;9.90;1492.00;-2.55;0
2;coastal_bunker;379.00;9.65;1466.00;-2.76;0
2;coastal_bunker;380.00;9.90;1466.00;-2.21;0
2;dockyard;365.00;9.50;1448.00;-1.57;0
2;anti_air_building;409.00;10.00;1490.00;2.71;0
2;anti_air_building;407.00;10.38;1481.00;0.55;0
2;anti_air_building;411.00;10.10;1494.00;3.21;0
2;synthetic_refinery;372.00;9.98;1462.00;4.77;0
2;fuel_silo;408.00;11.18;1471.00;1.16;0
2;radar_station;398.00;10.73;1472.00;0.41;0
2;rocket_site;373.00;10.07;1455.00;0.20;0
2;nuclear_reactor;413.00;10.18;1487.00;3.22;0
2;floating_harbor;374.00;9.98;1447.00;-1.99;5143
1;arms_factory;1092.00;9.90;580.00;4.54;0
1;arms_factory;1093.00;10.05;582.00;5.74;0
1;arms_factory;1093.00;9.98;589.00;3.58;0
1;arms_factory;1093.00;10.15;586.00;5.14;0
1;arms_factory;1090.00;10.10;588.00;1.52;0
1;arms_factory;1092.00;10.18;585.00;4.19;0
1;industrial_complex;1092.00;10.07;587.00;2.03;0
1;industrial_complex;1090.00;10.05;584.00;5.05;0
1;industrial_complex;1094.00;10.00;581.00;6.25;0
1;industrial_complex;1095.00;9.98;583.00;4.09;0
1;industrial_complex;1093.00;9.90;579.00;0.47;0
1;industrial_complex;1093.00;10.05;582.00;2.04;0
1;air_base;1094.00;9.95;589.00;4.70;0
1;supply_node;1090.00;10.05;584.00;4.03;0
1;naval_base;1098.00;9.90;587.00;-3.14;7452
1;bunker;1092.00;10.18;585.00;0.48;0
1;coastal_bunker;1088.00;9.65;592.00;-3.14;0
1;dockyard;1095.00;9.50;578.00;-3.14;0
1;anti_air_building;1094.00;10.00;581.00;2.54;0
1;anti_air_building;1091.00;10.03;583.00;5.21;0
1;anti_air_building;1094.00;9.90;579.00;1.59;0
1;synthetic_refinery;1094.00;10.03;582.00;4.25;0
1;fuel_silo;1090.00;10.05;589.00;0.99;0
1;radar_station;1091.00;10.15;586.00;5.75;0
1;rocket_site;1091.00;10.10;588.00;0.04;0
1;nuclear_reactor;1089.00;10.07;585.00;2.70;0
1;floating_harbor;1093.00;9.50;593.00;-0.36;1
3;arms_factory;417.00;11.32;1445.00;1.52;0
3;arms_factory;380.00;9.90;1438.00;4.19;0
3;arms_factory;409.00;11.60;1457.00;2.03;0
3;arms_factory;423.00;11.78;1460.00;5.05;0
3;arms_factory;413.00;10.75;1434.00;6.25;0
3;arms_factory;396.00;10.60;1442.00;4.09;0
3;industrial_complex;402.00;11.05;1446.00;0.47;0
3;industrial_complex;439.00;11.07;1450.00;2.04;0
3;industrial_complex;449.00;10.45;1443.00;4.70;0
3;industrial_complex;447.00;10.78;1448.00;2.54;0
3;industrial_complex;407.00;11.48;1454.00;3.74;0
3;industrial_complex;412.00;11.32;1448.00;0.48;0
3;air_base;414.00;10.95;1436.00;3.14;0
3;supply_node;397.00;10.18;1429.00;1.40;0
3;supply_node;447.00;10.50;1443.00;4.34;0
3;supply_node;382.00;9.95;1441.00;0.63;0
3;supply_node;402.00;10.75;1443.00;3.58;0
3;supply_node;429.00;11.03;1441.00;5.05;0
3;supply_node;417.00;11.57;1460.00;2.81;0
3;supply_node;387.00;9.90;1427.00;5.75;0
3;supply_node;436.00;11.35;1453.00;0.94;0
3;supply_node;416.00;11.43;1448.00;4.98;0
3;supply_node;414.00;10.90;1435.00;0.18;0
3;naval_base;382.00;9.50;1426.00;-0.79;7909
3;naval_base;397.00;9.50;1419.00;0.00;7909
3;naval_base;374.00;9.50;1441.00;-1.11;7909
3;bunker;435.00;10.85;1448.00;2.71;0
3;bunker;420.00;11.65;1457.00;0.55;0
3;bunker;396.00;10.25;1434.00;3.21;0
3;bunker;394.00;10.57;1443.00;4.77;0
3;bunker;391.00;10.00;1429.00;1.16;0
3;bunker;445.00;10.50;1443.00;5.28;0
3;bunker;425.00;11.43;1449.00;0.20;0
3;bunker;424.00;11.20;1444.00;3.22;0
3;bunker;412.00;10.95;1438.00;5.88;0
3;bunker;381.00;9.90;1442.00;2.26;0
3;coastal_bunker;380.00;9.80;1426.00;-0.79;0
3;coastal_bunker;372.00;9.50;1443.00;-1.11;0
3;coastal_bunker;395.00;9.65;1420.00;0.00;0
3;dockyard;379.00;9.50;1427.00;-0.79;0
3;anti_air_building;404.00;10.60;1438.00;4.83;0
3;anti_air_building;410.00;11.48;1463.00;0.11;0
3;anti_air_building;396.00;10.12;1431.00;2.78;0
3;synthetic_refinery;449.00;10.30;1438.00;5.44;0
3;fuel_silo;428.00;11.07;1441.00;2.17;0
3;radar_station;415.00;11.32;1444.00;5.77;0
3;rocket_site;411.00;11.15;1444.00;1.22;0
3;nuclear_reactor;391.00;10.35;1442.00;5.34;0
3;floating_harbor;374.00;9.98;1447.00;0.69;348
3;floating_harbor;369.74;9.50;1434.87;-4.25;403
3;floating_harbor;379.05;9.50;1419.05;-3.93;3378
4;arms_factory;441.00;9.85;1583.00;2.03;0
4;arms_factory;450.00;10.00;1574.00;5.05;0
4;arms_factory;442.00;9.90;1581.00;6.25;0
4;arms_factory;463.00;10.00;1588.00;4.09;0
4;arms_factory;459.00;10.07;1583.00;0.47;0
4;arms_factory;446.00;9.95;1585.00;2.04;0
4;industrial_complex;461.00;9.90;1596.00;4.70;0
4;industrial_complex;442.00;9.90;1584.00;2.54;0
4;industrial_complex;466.00;9.93;1590.00;3.74;0
4;industrial_complex;456.00;10.05;1578.00;0.48;0
4;industrial_complex;447.00;9.93;1587.00;3.14;0
4;industrial_complex;448.00;9.95;1572.00;5.81;0
4;air_base;443.00;10.00;1579.00;2.54;0
4;supply_node;452.00;10.07;1587.00;0.63;0
4;supply_node;455.00;9.95;1576.00;3.58;0
4;supply_node;444.00;9.90;1597.00;5.05;0
4;naval_base;446.00;9.88;1600.00;-1.57;7610
4;naval_base;439.00;9.50;1585.00;-2.21;7610
4;naval_base;455.00;9.50;1574.00;1.33;7987
4;bunker;444.00;9.93;1596.00;2.70;0
4;bunker;444.00;9.95;1585.00;5.72;0
4;bunker;460.00;10.00;1576.00;0.64;0
4;coastal_bunker;466.00;9.88;1586.00;1.33;0
4;coastal_bunker;444.00;9.88;1598.00;-1.57;0
4;coastal_bunker;444.00;9.62;1575.00;-2.21;0
4;dockyard;465.00;9.90;1583.00;1.33;0
4;anti_air_building;460.00;9.98;1574.00;3.21;0
4;anti_air_building;445.00;9.90;1598.00;4.77;0
4;anti_air_building;457.00;10.10;1595.00;1.16;0
4;synthetic_refinery;464.00;9.90;1583.00;5.28;0
4;fuel_silo;451.00;10.12;1585.00;0.20;0
4;radar_station;453.00;10.20;1584.00;5.93;0
4;rocket_site;444.00;10.00;1580.00;5.88;0
4;nuclear_reactor;456.00;10.10;1591.00;2.26;0
4;floating_harbor;393.00;9.50;1563.00;-4.26;3660
4;floating_harbor;465.79;9.50;1573.30;-1.82;4802
4;floating_harbor;393.00;9.50;1563.00;-4.12;7045
5;arms_factory;410.00;10.03;1502.00;6.25;0
5;arms_factory;432.00;10.03;1555.00;4.09;0
5;arms_factory;411.00;10.18;1550.00;0.47;0
5;arms_factory;415.00;10.40;1512.00;2.04;0
5;arms_factory;424.00;9.93;1569.00;4.70;0
5;arms_factory;444.00;11.50;1522.00;2.54;0
5;industrial_complex;407.00;10.25;1536.00;3.74;0
5;industrial_complex;430.00;11.10;1506.00;0.48;0
5;industrial_complex;428.00;10.10;1570.00;3.14;0
5;industrial_complex;403.00;10.20;1523.00;5.81;0
5;industrial_complex;408.00;10.00;1500.00;2.54;0
5;industrial_complex;425.00;10.68;1507.00;5.21;0
5;air_base;412.00;10.23;1548.00;1.59;0
5;supply_node;415.00;10.03;1554.00;5.05;0
5;supply_node;405.00;10.20;1532.00;2.81;0
5;supply_node;413.00;10.40;1513.00;5.75;0
5;supply_node;395.00;9.93;1519.00;0.94;0
5;supply_node;434.00;11.15;1529.00;4.98;0
5;supply_node;378.00;9.85;1518.00;0.18;0
5;supply_node;436.00;10.18;1544.00;3.12;0
5;supply_node;403.00;10.05;1551.00;0.87;0
5;supply_node;403.00;10.00;1504.00;2.35;0
5;supply_node;431.00;11.15;1508.00;5.28;0
5;supply_node;428.00;10.10;1572.00;1.59;0
5;supply_node;403.00;9.95;1567.00;4.52;0
5;supply_node;428.00;10.15;1558.00;6.00;0
5;supply_node;421.00;10.45;1541.00;3.76;0
5;supply_node;394.00;10.00;1535.00;0.41;0
5;supply_node;382.00;9.90;1530.00;1.89;0
5;supply_node;419.00;10.95;1527.00;5.93;0
5;supply_node;440.00;11.65;1518.00;1.13;0
5;supply_node;418.00;10.32;1501.00;4.07;0
5;naval_base;378.00;9.50;1530.00;-2.36;7610
5;naval_base;432.00;9.90;1578.00;-3.46;7610
5;naval_base;431.00;9.98;1563.00;-4.47;7610
5;naval_base;403.00;9.50;1558.00;-2.36;7610
5;naval_base;395.00;9.62;1541.00;-2.68;7610
5;naval_base;397.00;9.50;1505.00;-1.37;7610
5;naval_base;391.00;9.50;1518.00;-1.41;7610
5;naval_base;374.00;9.50;1512.00;-3.14;7610
5;naval_base;411.00;9.90;1560.00;-3.14;7610
5;naval_base;408.00;9.93;1565.00;-3.14;7610
5;naval_base;438.00;9.90;1549.00;-3.68;7610
5;bunker;409.00;10.00;1557.00;5.34;0
5;bunker;409.00;10.30;1537.00;5.45;0
5;bunker;445.00;11.70;1518.00;3.29;0
5;bunker;416.00;10.25;1506.00;5.95;0
5;bunker;400.00;9.90;1540.00;2.33;0
5;bunker;433.00;10.28;1543.00;3.89;0
5;bunker;429.00;10.20;1555.00;1.73;0
5;bunker;415.00;10.55;1532.00;4.40;0
5;bunker;432.00;11.25;1502.00;0.78;0
5;bunker;401.00;10.12;1521.00;2.34;0
5;bunker;432.00;10.03;1571.00;0.18;0
5;bunker;415.00;10.35;1544.00;2.84;0
5;bunker;439.00;11.10;1529.00;5.50;0
5;bunker;412.00;10.07;1502.00;2.24;0
5;bunker;401.00;9.95;1545.00;3.45;0
5;bunker;381.00;9.90;1528.00;1.29;0
5;bunker;404.00;9.98;1566.00;2.85;0
5;bunker;404.00;10.10;1510.00;5.51;0
5;bunker;379.00;9.90;1523.00;1.90;0
5;coastal_bunker;378.00;9.85;1523.00;-3.14;0
5;coastal_bunker;399.00;9.50;1548.00;-2.36;0
5;coastal_bunker;415.00;9.95;1559.00;-3.14;0
5;coastal_bunker;431.00;9.95;1568.00;-3.46;0
5;coastal_bunker;405.00;9.50;1497.00;0.32;0
5;coastal_bunker;403.00;9.90;1574.00;-3.14;0
5;coastal_bunker;378.00;9.50;1528.00;-2.36;0
5;coastal_bunker;390.00;9.50;1519.00;-1.41;0
5;coastal_bunker;439.00;9.93;1549.00;-3.68;0
5;coastal_bunker;396.00;9.62;1542.00;-2.68;0
5;coastal_bunker;433.00;9.95;1556.00;-4.47;0
5;dockyard;379.00;9.85;1525.00;-3.14;0
5;anti_air_building;429.00;11.15;1529.00;5.08;0
5;anti_air_building;441.00;10.40;1540.00;2.92;0
5;anti_air_building;422.00;11.18;1523.00;5.58;0
5;synthetic_refinery;424.00;10.20;1553.00;1.96;0
5;fuel_silo;439.00;11.10;1529.00;4.98;0
5;radar_station;410.00;10.28;1539.00;3.04;0
5;rocket_site;412.00;10.10;1501.00;4.03;0
5;nuclear_reactor;398.00;10.07;1522.00;0.41;0
5;floating_harbor;415.00;9.50;1567.00;0.00;963
5;floating_harbor;382.10;9.50;1516.85;-4.55;1360
5;floating_harbor;378.00;9.50;1526.00;0.00;2713
5;floating_harbor;442.60;9.50;1555.00;-0.54;2839
5;floating_harbor;395.05;9.50;1558.95;0.79;2858
5;floating_harbor;391.14;9.50;1501.63;-4.51;3098
5;floating_harbor;393.00;9.50;1563.00;-4.39;4017
5;floating_harbor;403.00;9.50;1576.00;0.00;4796
5;floating_harbor;438.79;9.50;1560.70;-1.33;4837
5;floating_harbor;388.87;9.50;1545.26;0.46;4894
5;floating_harbor;375.05;9.50;1536.95;0.79;4899
6;arms_factory;502.00;10.48;1561.00;0.47;0
6;arms_factory;490.00;11.43;1523.00;2.04;0
6;arms_factory;460.00;10.05;1557.00;4.70;0
6;arms_factory;461.00;10.57;1539.00;2.54;0
6;arms_factory;457.00;10.40;1543.00;3.74;0
6;arms_factory;511.00;10.85;1554.00;0.48;0
6;industrial_complex;497.00;10.45;1558.00;3.14;0
6;industrial_complex;493.00;10.90;1533.00;5.81;0
6;industrial_complex;502.00;10.65;1546.00;2.54;0
6;industrial_complex;494.00;11.50;1518.00;5.21;0
6;industrial_complex;457.00;10.12;1552.00;1.59;0
6;industrial_complex;454.00;10.55;1536.00;4.25;0
6;air_base;498.00;10.43;1553.00;0.99;0
6;supply_node;508.00;10.65;1556.00;5.75;0
6;supply_node;454.00;11.03;1532.00;0.94;0
6;supply_node;490.00;10.30;1562.00;4.98;0
6;supply_node;462.00;10.15;1553.00;0.18;0
6;supply_node;507.00;11.57;1526.00;3.12;0
6;supply_node;473.00;10.00;1567.00;0.87;0
6;supply_node;453.00;11.68;1519.00;2.35;0
6;supply_node;488.00;10.95;1533.00;5.28;0
6;supply_node;466.00;11.80;1518.00;1.59;0
6;supply_node;477.00;10.50;1550.00;4.52;0
6;supply_node;490.00;10.50;1548.00;6.00;0
6;supply_node;449.00;10.23;1548.00;3.76;0
6;supply_node;503.00;10.80;1541.00;0.41;0
6;supply_node;467.00;10.62;1539.00;1.89;0
6;supply_node;474.00;11.20;1529.00;5.93;0
6;supply_node;496.00;11.57;1519.00;1.13;0
6;supply_node;481.00;11.62;1518.00;4.07;0
6;naval_base;450.00;9.50;1559.00;-3.36;7987
6;naval_base;467.00;9.50;1568.00;-2.11;7987
6;naval_base;457.00;9.98;1555.00;-2.55;7987
6;bunker;503.00;11.70;1520.00;0.71;0
6;bunker;508.00;10.60;1558.00;4.83;0
6;bunker;483.00;10.23;1558.00;0.11;0
6;bunker;459.00;11.68;1518.00;2.78;0
6;bunker;453.00;10.73;1534.00;5.44;0
6;bunker;472.00;11.55;1516.00;2.17;0
6;bunker;486.00;11.50;1520.00;3.38;0
6;bunker;499.00;10.57;1545.00;1.22;0
6;bunker;474.00;11.35;1527.00;5.34;0
6;bunker;462.00;10.53;1540.00;5.45;0
6;bunker;495.00;10.45;1551.00;3.29;0
6;bunker;455.00;10.03;1552.00;5.95;0
6;bunker;452.00;10.28;1547.00;2.33;0
6;bunker;475.00;10.40;1551.00;3.89;0
6;bunker;510.00;11.45;1531.00;1.73;0
6;bunker;469.00;9.88;1570.00;4.40;0
6;bunker;486.00;11.38;1526.00;0.78;0
6;coastal_bunker;448.00;9.90;1561.00;-2.92;0
6;coastal_bunker;460.00;9.68;1563.00;-2.55;0
6;coastal_bunker;465.00;9.65;1566.00;-2.11;0
6;dockyard;470.00;9.90;1574.00;-2.11;0
6;anti_air_building;469.00;10.40;1548.00;2.24;0
6;anti_air_building;480.00;11.50;1521.00;3.45;0
6;anti_air_building;502.00;11.53;1526.00;1.29;0
6;synthetic_refinery;479.00;10.32;1556.00;2.85;0
6;fuel_silo;508.00;11.15;1537.00;5.51;0
6;radar_station;480.00;10.60;1543.00;4.03;0
6;rocket_site;495.00;11.35;1526.00;6.02;0
6;nuclear_reactor;463.00;11.75;1514.00;6.12;0
6;floating_harbor;454.12;9.50;1564.82;0.59;184
6;floating_harbor;540.00;9.50;1613.00;-1.03;2064
6;floating_harbor;445.48;9.50;1563.83;0.22;4867
7;arms_factory;440.00;11.57;1477.00;4.70;0
7;arms_factory;462.00;11.90;1471.00;2.54;0
7;arms_factory;457.00;11.98;1478.00;3.74;0
7;arms_factory;451.00;11.60;1463.00;0.48;0
7;arms_factory;440.00;11.40;1458.00;3.14;0
7;arms_factory;442.00;11.57;1485.00;5.81;0
7;industrial_complex;425.00;11.15;1478.00;2.54;0
7;industrial_complex;473.00;11.65;1505.00;5.21;0
7;industrial_complex;469.00;11.82;1496.00;1.59;0
7;industrial_complex;458.00;12.35;1502.00;4.25;0
7;industrial_complex;439.00;11.62;1494.00;0.99;0
7;industrial_complex;470.00;11.73;1483.00;3.66;0
7;air_base;460.00;11.98;1489.00;0.04;0
7;supply_node;421.00;11.20;1474.00;4.98;0
7;supply_node;449.00;12.10;1506.00;0.18;0
7;supply_node;458.00;11.95;1476.00;3.12;0
7;supply_node;433.00;11.30;1484.00;0.87;0
7;supply_node;463.00;11.95;1497.00;2.35;0
7;supply_node;467.00;11.88;1483.00;5.28;0
7;supply_node;433.00;11.60;1465.00;1.59;0
7;supply_node;475.00;11.60;1505.00;4.52;0
7;supply_node;445.00;11.98;1493.00;6.00;0
7;supply_node;444.00;11.75;1475.00;3.76;0
7;supply_node;450.00;11.40;1460.00;0.41;0
7;bunker;457.00;11.98;1483.00;0.20;0
7;bunker;456.00;12.00;1490.00;3.22;0
7;bunker;445.00;11.62;1464.00;5.88;0
7;bunker;449.00;11.93;1512.00;2.26;0
7;bunker;417.00;11.05;1475.00;0.11;0
7;bunker;465.00;11.90;1487.00;1.67;0
7;bunker;470.00;11.80;1503.00;5.79;0
7;bunker;469.00;11.80;1502.00;0.71;0
7;bunker;430.00;11.12;1491.00;4.83;0
7;bunker;428.00;11.43;1468.00;0.11;0
7;bunker;446.00;11.85;1474.00;2.78;0
7;anti_air_building;444.00;11.57;1481.00;5.44;0
7;anti_air_building;448.00;11.32;1458.00;2.17;0
7;anti_air_building;470.00;11.82;1507.00;3.38;0
7;synthetic_refinery;445.00;11.85;1467.00;1.22;0
7;fuel_silo;418.00;11.23;1473.00;5.34;0
7;radar_station;450.00;11.80;1483.00;1.67;0
7;rocket_site;459.00;12.00;1492.00;3.29;0
7;nuclear_reactor;443.00;11.70;1507.00;5.95;0
8;arms_factory;446.00;9.88;1423.00;3.74;0
8;arms_factory;444.00;10.12;1435.00;0.48;0
8;arms_factory;474.00;10.25;1432.00;3.14;0
8;arms_factory;415.00;10.10;1417.00;5.81;0
8;arms_factory;422.00;10.43;1425.00;2.54;0
8;arms_factory;428.00;10.35;1427.00;5.21;0
8;industrial_complex;405.00;9.90;1416.00;1.59;0
8;industrial_complex;472.00;10.23;1429.00;4.25;0
8;industrial_complex;467.00;10.25;1428.00;0.99;0
8;industrial_complex;448.00;9.90;1427.00;3.66;0
8;industrial_complex;477.00;10.35;1436.00;0.04;0
8;industrial_complex;474.00;10.45;1435.00;2.70;0
8;air_base;419.00;10.35;1422.00;5.72;0
8;supply_node;426.00;10.30;1425.00;3.12;0
8;supply_node;472.00;10.12;1417.00;0.87;0
8;supply_node;407.00;10.00;1420.00;2.35;0
8;supply_node;464.00;10.05;1429.00;5.28;0
8;supply_node;443.00;10.05;1429.00;1.59;0
8;supply_node;480.00;10.03;1432.00;4.52;0
8;supply_node;464.00;9.90;1417.00;6.00;0
8;supply_node;420.00;10.10;1416.00;3.76;0
8;naval_base;460.00;9.82;1427.00;-1.57;7852
8;naval_base;406.00;9.50;1412.00;-0.17;7852
8;naval_base;487.00;9.50;1427.00;0.46;7852
8;naval_base;434.00;9.93;1418.00;0.72;7852
8;naval_base;441.00;9.90;1422.00;0.46;7852
8;naval_base;460.00;9.65;1419.00;-0.79;7852
8;naval_base;420.00;9.50;1412.00;0.46;7852
8;naval_base;470.00;9.95;1413.00;0.79;7852
8;bunker;427.00;10.45;1429.00;0.71;0
8;bunker;400.00;9.90;1420.00;4.83;0
8;bunker;471.00;10.50;1436.00;0.11;0
8;bunker;475.00;10.43;1435.00;2.78;0
8;bunker;473.00;10.10;1420.00;5.44;0
8;bunker;440.00;9.90;1421.00;2.17;0
8;bunker;427.00;10.03;1414.00;3.38;0
8;bunker;466.00;9.90;1414.00;1.22;0
8;coastal_bunker;424.00;9.50;1411.00;0.46;0
8;coastal_bunker;476.00;9.50;1413.00;0.79;0
8;coastal_bunker;465.00;9.50;1412.00;-0.79;0
8;coastal_bunker;403.00;9.50;1414.00;-0.17;0
8;coastal_bunker;454.00;9.65;1429.00;0.46;0
8;coastal_bunker;488.00;9.50;1426.00;0.46;0
8;coastal_bunker;430.00;9.98;1416.00;0.72;0
8;coastal_bunker;459.00;9.50;1427.00;-1.57;0
8;dockyard;421.00;9.50;1412.00;0.46;0
8;anti_air_building;429.00;10.28;1425.00;2.34;0
8;anti_air_building;413.00;10.05;1417.00;0.18;0
8;anti_air_building;412.00;9.95;1416.00;2.84;0
8;synthetic_refinery;467.00;10.25;1430.00;5.50;0
8;fuel_silo;439.00;10.20;1429.00;2.24;0
8;radar_station;444.00;9.93;1425.00;5.20;0
8;rocket_site;484.00;10.15;1436.00;1.29;0
8;nuclear_reactor;430.00;10.05;1418.00;2.85;0
8;floating_harbor;437.61;9.50;1411.73;-2.42;1530
8;floating_harbor;478.95;9.50;1410.05;-2.36;1887
8;floating_harbor;404.85;9.50;1407.10;-3.31;3031
8;floating_harbor;484.00;9.50;1400.00;-2.43;3073
8;floating_harbor;449.13;9.50;1416.74;-2.68;3208
8;floating_harbor;485.13;9.50;1421.74;-2.68;3665
8;floating_harbor;458.05;9.50;1411.05;-3.93;5243
8;floating_harbor;484.00;9.50;1400.00;-1.76;5255
9;arms_factory;481.00;10.57;1441.00;3.14;0
9;arms_factory;492.00;11.62;1481.00;5.81;0
9;arms_factory;526.00;13.50;1513.00;2.54;0
9;arms_factory;485.00;11.65;1468.00;5.21;0
9;arms_factory;532.00;11.85;1469.00;1.59;0
9;arms_factory;493.00;11.50;1472.00;4.25;0
9;industrial_complex;464.00;11.10;1453.00;0.99;0
9;industrial_complex;479.00;11.68;1498.00;3.66;0
9;industrial_complex;463.00;11.50;1461.00;0.04;0
9;industrial_complex;512.00;11.23;1474.00;2.70;0
9;industrial_complex;500.00;11.50;1462.00;5.72;0
9;industrial_complex;499.00;11.40;1472.00;0.64;0
9;air_base;509.00;12.15;1486.00;4.76;0
9;supply_node;512.00;12.35;1508.00;2.35;0
9;supply_node;501.00;11.32;1459.00;5.28;0
9;supply_node;477.00;11.10;1448.00;1.59;0
9;supply_node;480.00;11.60;1468.00;4.52;0
9;supply_node;492.00;11.65;1507.00;6.00;0
9;supply_node;465.00;11.50;1460.00;3.76;0
9;supply_node;512.00;11.18;1472.00;0.41;0
9;supply_node;498.00;11.57;1480.00;1.89;0
9;supply_node;527.00;13.65;1495.00;5.93;0
9;supply_node;534.00;12.18;1475.00;1.13;0
9;supply_node;486.00;11.80;1494.00;4.07;0
9;supply_node;513.00;12.62;1493.00;0.72;0
9;supply_node;461.00;10.70;1444.00;3.30;0
9;supply_node;527.00;13.38;1510.00;6.24;0
9;supply_node;500.00;11.95;1496.00;1.43;0
9;supply_node;539.00;12.73;1493.00;5.47;0
9;supply_node;521.00;12.53;1482.00;2.12;0
9;supply_node;482.00;11.32;1482.00;3.61;0
9;supply_node;525.00;11.40;1465.00;1.36;0
9;supply_node;514.00;11.20;1456.00;2.84;0
9;supply_node;488.00;11.25;1455.00;5.77;0
9;bunker;475.00;11.50;1456.00;1.22;0
9;bunker;471.00;11.68;1469.00;5.34;0
9;bunker;510.00;12.20;1513.00;5.45;0
9;bunker;487.00;11.50;1483.00;3.29;0
9;bunker;505.00;11.30;1457.00;5.95;0
9;bunker;463.00;11.18;1454.00;2.33;0
9;bunker;498.00;11.55;1481.00;3.89;0
9;bunker;535.00;13.32;1496.00;1.73;0
9;bunker;527.00;11.90;1471.00;4.40;0
9;bunker;502.00;11.80;1505.00;0.78;0
9;bunker;519.00;12.60;1510.00;2.34;0
9;bunker;460.00;11.23;1454.00;0.18;0
9;bunker;507.00;11.20;1470.00;2.84;0
9;bunker;499.00;11.85;1493.00;5.50;0
9;bunker;530.00;13.65;1498.00;2.24;0
9;bunker;532.00;12.38;1480.00;3.45;0
9;bunker;510.00;12.07;1485.00;1.29;0
9;bunker;494.00;11.05;1453.00;2.85;0
9;bunker;528.00;12.55;1481.00;5.51;0
9;bunker;488.00;11.82;1490.00;1.90;0
9;bunker;521.00;11.12;1459.00;6.02;0
9;anti_air_building;508.00;12.53;1499.00;6.12;0
9;anti_air_building;533.00;11.85;1467.00;3.96;0
9;anti_air_building;469.00;10.62;1443.00;1.80;0
9;synthetic_refinery;535.00;13.70;1511.00;4.46;0
9;fuel_silo;509.00;12.00;1484.00;6.03;0
9;radar_station;501.00;11.45;1478.00;3.57;0
9;rocket_site;534.00;13.25;1494.00;0.25;0
9;nuclear_reactor;536.00;12.07;1475.00;1.45;0
10;arms_factory;536.00;10.00;1592.00;2.54;0
10;arms_factory;545.00;10.00;1585.00;5.21;0
10;arms_factory;531.00;10.85;1570.00;1.59;0
10;arms_factory;494.00;10.05;1573.00;4.25;0
10;arms_factory;486.00;9.90;1589.00;0.99;0
10;arms_factory;540.00;10.28;1579.00;3.66;0
10;industrial_complex;501.00;10.10;1581.00;0.04;0
10;industrial_complex;515.00;9.93;1584.00;2.70;0
10;industrial_complex;536.00;10.07;1587.00;5.72;0
10;industrial_complex;530.00;10.73;1573.00;0.64;0
10;industrial_complex;524.00;10.62;1572.00;4.76;0
10;industrial_complex;518.00;9.93;1594.00;2.61;0
10;air_base;526.00;10.30;1584.00;2.71;0
10;supply_node;547.00;10.00;1597.00;1.59;0
10;supply_node;497.00;10.10;1579.00;4.52;0
10;supply_node;531.00;10.30;1583.00;6.00;0
10;supply_node;522.00;10.00;1594.00;3.76;0
10;supply_node;481.00;10.03;1577.00;0.41;0
10;supply_node;540.00;10.93;1569.00;1.89;0
10;supply_node;544.00;10.00;1585.00;5.93;0
10;supply_node;490.00;9.50;1590.00;1.13;0
10;supply_node;500.00;10.00;1593.00;4.07;0
10;supply_node;515.00;9.90;1586.00;0.72;0
10;supply_node;520.00;10.35;1574.00;3.30;0
